csi_path,max_rss,gt_phi,gt_theta,rss,2ace_quality,2ace_running_time,2ace_phi,2ace_theta,rss_at_gt,loss,angle_error
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-34.mat,-95.28222662880508,171.0,30.0,-95.86624675946395,-0.01742628166455673,13.873228549957275,169.0,30.0,-110.88203408516642,0.584020130658871,0.9999619220975048
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-35.mat,-88.74489807205433,184.0,69.0,-88.72366510627484,-0.39958927716507464,13.434975147247314,185.0,70.0,-103.37355303779397,-0.021232965779489632,1.3701534390589136
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-36.mat,-81.38068581449951,75.0,29.0,-81.40201710940545,-0.3869411119173669,13.906702756881714,76.0,29.0,-94.86589946541308,0.021331294905934328,0.48480491312908847
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-38.mat,-96.85501472080236,273.0,22.0,-97.72938051814684,0.017210155884308742,13.699316263198853,270.0,21.0,-111.76073442751068,0.8743657973444812,1.4859493050327721
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-39.mat,-83.0454552028629,163.0,58.0,-83.00739526719775,-0.17043800162723155,14.679685354232788,163.0,58.0,-95.65331451818763,-0.03805993566514587,0.0
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-40.mat,-86.87986679193018,173.0,28.0,-127.02327813598484,-0.019964485867411064,14.567036628723145,123.0,39.0,-107.82356769090795,40.143411344054655,28.825820513802405
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-41.mat,-99.16516335821797,123.0,89.0,-140.16709355828405,-0.10704815563241521,13.71167278289795,202.0,61.0,-115.40528366972552,41.001930200066084,79.90266202783248
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-42.mat,-83.2817259477563,319.0,49.0,-122.4343761848232,-0.4415679764094389,14.96333122253418,183.0,29.0,-97.48254304978141,39.152650237066894,71.90445139058463
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-43.mat,-91.837043939204,76.0,42.0,-91.79552748788679,0.09959852366246125,14.672546863555908,76.0,43.0,-107.62317965450777,-0.04151645131720727,0.9999999999999002
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-44.mat,-90.8231697971442,219.0,69.0,-94.82387395004169,0.05367500768875666,15.263224363327026,216.0,69.0,-103.73108894713717,4.000704152897484,2.8007001816330503
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-45.mat,-92.7836790250327,184.0,79.0,-92.99178213211371,-0.36241075050042304,16.504825353622437,185.0,85.0,-108.80785945460286,0.20810310708101554,6.081092080763363
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-46.mat,-90.4017249809296,182.0,74.0,-129.98785428687918,-0.0487262167643947,13.624642610549927,243.0,55.0,-104.24472172700672,39.586129305949584,57.32673283522033
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-47.mat,-95.54606359575487,80.0,28.0,-98.09710695979119,-0.21395590776085371,13.159081220626831,97.0,38.0,-108.53042567636373,2.5510433640363175,13.546956711237673
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-48.mat,-94.50855204180066,30.0,22.0,-97.76659161787258,-0.08757180157399036,16.575315713882446,72.0,33.0,-108.63649629525358,3.2580395760719227,21.686105352425425
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-49.mat,-100.92720004686694,249.0,42.0,-143.92226664602572,0.1413253379038809,12.023340702056885,311.0,73.0,-127.01096673079134,42.995066599158775,58.82284054467816
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-50.mat,-89.19065000834458,99.0,11.0,-124.57827978383719,-0.06438895253017418,15.81408429145813,29.0,50.0,-107.58449850052763,35.38762977549261,47.08049163503161
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-51.mat,-97.14268027039958,163.0,62.0,-97.45205636399218,0.11091013989010601,11.842847347259521,163.0,61.0,-108.46684106343082,0.3093760935926042,0.9999999999999002
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-52.mat,-101.1694633786734,344.0,39.0,-128.2440810108844,0.12835336482413595,11.60673189163208,297.0,27.0,-114.71651628362557,27.074617632211,27.46499303235004
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-54.mat,-92.04631384396566,29.0,69.0,-92.17574549445472,-0.4214956322034171,14.399535179138184,29.0,72.0,-103.69903948386026,0.12943165048905314,3.0000000000000444
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-55.mat,-92.65694856264032,5.0,32.0,-93.1323136517064,0.24136147486578952,14.11842966079712,3.0,31.0,-106.81967184432503,0.47536508906607366,1.4462673401904567
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-56.mat,-88.49694129198802,238.0,44.0,-89.03130825911578,0.184568726132458,11.115941286087036,238.0,43.0,-100.30180750867328,0.5343669671277524,1.0000000000002647
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-58.mat,-98.89210020404984,205.0,67.0,-99.24447180551138,0.18190496316527127,13.569770336151123,207.0,67.0,-114.45661947065689,0.3523716014615417,1.8409954357400784
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-59.mat,-94.90420646636704,281.0,55.0,-136.33679408297712,0.3297870744850735,11.225443840026855,246.0,32.0,-111.37778949802957,41.43258761661008,32.64791222608239
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-60.mat,-92.40614487851865,178.0,74.0,-132.77842099930834,-0.33225040243326154,13.829123735427856,339.0,34.0,-109.51861334851081,40.37227612078969,106.24418374009905
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-61.mat,-88.59156809052187,195.0,78.0,-88.58825726114452,-0.3556852711414107,12.698143482208252,195.0,80.0,-101.05191182089975,-0.0033108293773551623,1.9999999999999472
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-62.mat,-92.52807658227556,185.0,74.0,-93.38919450948706,0.05063790059402651,16.771623373031616,185.0,84.0,-108.53610590527947,0.8611179272114953,10.000000000000012
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-63.mat,-84.32502535554981,67.0,22.0,-137.42398883343353,0.06409272707515634,17.538881301879883,170.0,36.0,-102.34465572802097,53.098963477883714,45.526771532888226
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-64.mat,-102.31383879856912,340.0,27.0,-117.90672982069779,0.03620389050746642,11.09788727760315,47.0,57.0,-115.07734426649637,15.592891022128669,50.65064619599881
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-65.mat,-97.57675851297284,19.0,67.0,-98.85216169887872,0.159239839184381,13.104366540908813,17.0,66.0,-110.63053764614352,1.2754031859058728,2.0889730898180483
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-66.mat,-94.27443015791803,144.0,64.0,-94.68257032205989,-0.19039042075874968,14.406995058059692,145.0,62.0,-107.81594679552313,0.40814016414185517,2.1894622783898514
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-67.mat,-94.77817413439809,101.0,38.0,-95.06495037995839,0.22094509967716724,10.240039587020874,103.0,38.0,-105.17838705349828,0.28677624556030423,1.2312841306365645
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-68.mat,-90.02637869683599,302.0,48.0,-90.57840081703795,0.22694612030860972,13.189680099487305,301.0,49.0,-104.23695134443115,0.5520221202019542,1.2493521292385588
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-69.mat,-99.5169934194506,180.0,36.0,-100.8438737627276,0.11284808251056311,14.43265962600708,180.0,34.0,-113.13884640026583,1.326880343276997,2.0000000000001297
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-70.mat,-87.65837323209622,268.0,27.0,-128.33111280434363,0.06957641565965644,14.750708818435669,2.0,59.0,-106.66556713393351,40.67273957224741,64.42089426937075
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-71.mat,-95.41983209623464,183.0,17.0,-95.73110539075523,-0.4208346726769068,14.959850072860718,182.0,16.0,-107.57753505443549,0.31127329452058916,1.0395146820826229
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-72.mat,-92.71902771980638,311.0,87.0,-93.02846550855105,0.3335004122294286,10.623783826828003,311.0,81.0,-102.79382175785706,0.309437788744674,6.000000000000026
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-73.mat,-91.79123308141229,356.0,65.0,-92.09721705825157,-0.4298677949829264,14.845629215240479,357.0,63.0,-105.22893781455771,0.30598397683928624,2.192643660932905
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-74.mat,-91.0664712785219,145.0,50.0,-91.06541249873915,0.07165380949040434,15.549843311309814,145.0,50.0,-102.50736675494693,-0.0010587797827525947,0.0
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-75.mat,-93.69043218966966,153.0,18.0,-93.91591261851816,0.3263261147094151,9.607863426208496,151.0,18.0,-105.71945776082782,0.22548042884849906,0.6180056077586904
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-76.mat,-91.57038030917376,91.0,72.0,-104.05051008651242,0.077026200325778,13.60078477859497,93.0,56.0,-105.36553595495191,12.48012977733866,16.099538782518895
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-77.mat,-84.73632332008097,29.0,31.0,-85.08388172970187,-0.5170169607141046,15.054806470870972,27.0,30.0,-98.46441281024053,0.3475584096209019,1.4247985077662242
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-78.mat,-93.66555624190332,289.0,23.0,-94.12888279042295,0.24399748665703014,14.25239610671997,292.0,22.0,-107.57338118961913,0.46332654851963184,1.5222168325608583
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-79.mat,-96.05889398667748,277.0,51.0,-132.07695979685457,-0.14851754358706204,13.216370820999146,353.0,41.0,-112.91377693534724,36.01806581017709,53.25183894112747
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-80.mat,-97.63592150765194,192.0,62.0,-97.92379048011297,0.04943626736371032,11.00278377532959,193.0,61.0,-109.56735512154054,0.28786897246102683,1.3312693600215528
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-81.mat,-95.42706734869684,187.0,33.0,-142.23809836127438,-0.2517487308593591,13.836389780044556,295.0,45.0,-110.43501459449432,46.811031012577544,61.70433095900164
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-82.mat,-89.42115835013738,356.0,70.0,-89.84087730276725,0.1205243795074824,15.73767876625061,356.0,70.0,-101.72468578616879,0.41971895262987857,8.537736462515939e-07
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-83.mat,-94.02423228185154,247.0,31.0,-94.04414969834825,0.04408269789396768,11.37528681755066,248.0,31.0,-105.35353093802618,0.019917416496710416,0.5150332718683522
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-84.mat,-91.33357742601872,358.0,44.0,-116.84476562178965,-0.04575241896957083,13.35294485092163,9.0,71.0,-106.66250426973689,25.511188195770927,28.485357018715913
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-85.mat,-96.32341310977505,153.0,63.0,-96.39976601496797,-0.14581982365277368,10.712517261505127,153.0,62.0,-107.74348684446136,0.0763529051929197,1.0000000000002647
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-86.mat,-109.50567232928096,74.0,73.0,-109.74783346601345,0.16149297170615984,11.540026903152466,73.0,73.0,-118.69206951307055,0.2421611367324914,0.9563037183807047
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-87.mat,-91.221320933066,80.0,45.0,-130.62234954455556,0.06271346610031525,14.89754867553711,292.0,48.0,-108.9468845629288,39.401028611489565,88.42347114363088
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-88.mat,-97.22491485055713,235.0,35.0,-137.92587405870887,-0.0073234555266690204,15.587736368179321,182.0,65.0,-113.53723844958536,40.700959208151744,48.7737428205775
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-89.mat,-94.86674357720992,320.0,36.0,-94.92186304822532,0.14098472229200165,14.339808702468872,320.0,36.0,-107.27560240948674,0.055119471015402155,0.0
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-90.mat,-87.00408045729563,251.0,54.0,-88.22133801630208,0.04080808190013252,14.160969972610474,254.0,52.0,-103.161456064714,1.2172575590064554,3.120627675668899
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-91.mat,-98.0025800351518,245.0,56.0,-98.43227262964515,0.058385984421643666,11.288177967071533,244.0,55.0,-111.45002455120598,0.4296925944933605,1.2958150987623782
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-92.mat,-93.7766457182258,237.0,19.0,-122.15494515483377,0.3169807972745933,10.456961870193481,221.0,42.0,-108.61181640493747,28.378299436607975,24.207589891385318
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-93.mat,-100.4322256008729,186.0,44.0,-100.5286038048385,0.173019197345201,15.456925392150879,186.0,45.0,-113.31963668548923,0.0963782039655996,0.9999999999999002
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-94.mat,-90.2152306057085,170.0,33.0,-135.63398765043314,-0.2873322579781359,13.058733463287354,250.0,52.0,-106.52641778078204,45.41875704472464,53.781674913357435
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-95.mat,-88.78068117149292,136.0,55.0,-89.06923591799136,-0.032082283891322394,15.22147536277771,135.0,55.0,-102.78036524075469,0.28855474649844837,0.8191486237155262
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-96.mat,-86.20979640941908,17.0,20.0,-86.24532037125323,-0.3063420592054684,14.166004180908203,16.0,20.0,-99.78744914519139,0.0355239618341443,0.34201631007762345
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-97.mat,-94.28592511152716,135.0,21.0,-94.58504425630268,-0.361473813832625,16.68067717552185,133.0,20.0,-106.02013519404895,0.29911914477551704,1.2207610087642609
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1005-epoch21-98.mat,-95.72530063124256,175.0,89.0,-99.82694250943909,0.013758801898612338,12.899151086807251,7.0,73.0,-108.16026556284936,4.101641878196531,158.46010465170187
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-1.mat,-87.70568603859688,313.0,47.0,-88.62959901555413,-0.05681779041807755,14.542073965072632,316.0,46.0,-103.03976390016429,0.9239129769572543,2.3946929125743956
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-10.mat,-91.87482081991568,119.0,25.0,-91.97708591148941,-0.3250172932217599,15.014020442962646,118.0,25.0,-106.6568768650699,0.10226509157372732,0.4226138557445499
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-100.mat,-87.20781166792257,170.0,69.0,-87.35158536061729,-0.024582068248847566,11.092340230941772,170.0,68.0,-100.07421899525811,0.1437736926947224,1.0000000000002647
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-11.mat,-89.74268734146739,183.0,61.0,-89.72128813441233,-0.013548739610976357,11.859159231185913,184.0,62.0,-101.0790868171968,-0.021399207055054603,1.3312693600215528
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-12.mat,-81.88213121213198,214.0,10.0,-81.88714751418304,-0.16044445785819184,15.184515237808228,216.0,10.0,-93.79682111155459,0.005016302051060961,0.347279255109878
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-13.mat,-104.61987629786876,351.0,57.0,-105.11042465120367,0.2162479005199034,11.940946340560913,352.0,55.0,-117.74001105351712,0.49054835333491553,2.1649787038774506
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-14.mat,-95.43773623318006,350.0,65.0,-123.74354904460675,0.23772350576280155,12.728664636611938,302.0,32.0,-111.03674868681765,28.30581281142669,47.17480084809716
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-15.mat,-99.64555658416376,312.0,56.0,-145.6105186539482,0.15691723247987632,13.934937715530396,250.0,86.0,-115.24365555195436,45.964962069784434,64.70564453648826
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-16.mat,-91.58857399527244,93.0,70.0,-91.76298666785762,0.050698920252599144,16.274447917938232,93.0,68.0,-105.32442246665944,0.17441267258517712,2.0000000000001297
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-17.mat,-91.75526662395605,352.0,43.0,-92.66578620257596,0.17043156381188707,11.830112934112549,351.0,43.0,-106.0317724832855,0.9105195786199118,0.6819937299987878
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-18.mat,-97.23862480100512,256.0,67.0,-98.66508088603992,-0.09054252656579398,15.466002464294434,256.0,74.0,-112.19045299543609,1.4264560850348005,6.99999999999992
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-19.mat,-95.86810554565878,342.0,70.0,-112.26963355958628,0.15110675544331997,11.665044069290161,141.0,71.0,-109.55162000060062,16.401528013927503,135.90050085145091
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-2.mat,-93.17308589411522,247.0,13.0,-126.79237405935025,0.03314872385155332,12.209828615188599,209.0,52.0,-112.5101520479739,33.619288165235034,42.30537703731893
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-20.mat,-100.78628136255637,181.0,58.0,-101.00736575158757,0.23321436550689,9.779475450515747,181.0,57.0,-112.89116876138621,0.22108438903120486,0.9999999999999002
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-21.mat,-96.4420578902182,175.0,58.0,-96.68085148348864,0.35236554937459486,9.793193578720093,174.0,58.0,-108.53642367241947,0.2387935932704437,0.8480450734750878
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-22.mat,-98.2594966235281,3.0,35.0,-102.45645466372258,-0.9181843828949798,11.210676193237305,291.0,22.0,-110.58501154861437,4.196958040194488,34.319988919851106
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-23.mat,-98.38263897411458,164.0,82.0,-99.65961453230565,0.07887275542491567,11.981971263885498,247.0,59.0,-108.18298843019811,1.2769755581910687,79.91405355589902
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-24.mat,-97.6589182318287,68.0,57.0,-133.84350806120426,-0.8653060910393393,15.3906729221344,225.0,38.0,-118.4442129752291,36.18458982937557,92.64281360923499
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-25.mat,-96.78946663177835,161.0,53.0,-97.47634382632458,-0.8574483286786718,14.40170931816101,160.0,55.0,-111.24538195476273,0.6868771945462271,2.1573898682074057
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-26.mat,-91.86166531434118,314.0,47.0,-117.09832233142433,-0.03880556566471682,12.482139348983765,183.0,65.0,-105.88250475637471,25.236657017083147,98.43177672118222
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-27.mat,-74.47257137771375,348.0,29.0,-74.51650494567757,-0.0020482397417491693,16.024462699890137,348.0,29.0,-86.9953036505129,0.04393356796381909,0.0
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-28.mat,-86.73909287011148,183.0,63.0,-86.81100055381206,0.33377538029485043,10.88742733001709,183.0,65.0,-99.81772700836399,0.0719076837005872,2.0000000000003118
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-29.mat,-91.10918269136704,180.0,74.0,-138.79359666975262,0.2613046415011441,14.575344562530518,62.0,81.0,-105.30447824511681,47.68441397838558,113.7414301781186
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-3.mat,-97.00655072756577,131.0,29.0,-97.05360044971053,0.2694858808770786,12.105340242385864,131.0,29.0,-110.23499269217028,0.047049722144762995,8.537736462515939e-07
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-30.mat,-95.5743798675077,242.0,69.0,-132.92017608228264,-0.2490877533498861,13.091878175735474,295.0,38.0,-111.62533453501956,37.345796214774936,51.07498902074331
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-31.mat,-92.90178837100363,2.0,72.0,-97.7775294508698,-0.1233692242957456,13.752331495285034,18.0,89.0,-107.7933868684029,4.875741079866174,23.1515619343891
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-32.mat,-90.55030683228736,9.0,56.0,-90.59971596845189,0.12530785321379612,15.190138101577759,8.0,56.0,-104.12082469479972,0.04940913616452747,0.8290342821480322
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-33.mat,-102.41295320825024,227.0,46.0,-149.8753969426587,-0.07053686280543836,15.35856556892395,133.0,87.0,-115.06351450154467,47.46244373440847,90.78808416615432
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-34.mat,-101.65258489395283,253.0,30.0,-101.97188962878413,0.3485880742638783,11.455706119537354,251.0,30.0,-111.04774289035284,0.3193047348312916,0.9999619220975048
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-35.mat,-83.22982421636618,158.0,63.0,-113.32451992211773,-0.028275861438694205,16.301430463790894,144.0,89.0,-101.71539564861303,30.094695705751548,29.269298898412192
./csi-dataset/homeoffice-communication-28G-csi-nlos/t16x16_r2x1_test_small/seed1347-epoch49-36.mat,-92.09415613839144,169.0,22.0,-116.05178894127887,-0.11591886395563855,18.85009002685547,124.0,35.0,-110.79657695805244,23.95763280288743,24.2952467716214
